|0|code
0|[Having, become, a, candidate, for, the, honorable, office, of, one, of, your, Representatives, in, the, next, General, Assembly, of, this, State, ,, in, according, with, an, established, custom, and, the, principles, of, true, Republicanism, it, becomes, my, duty, to, make, known, to, you, ,, the, people, whom, I, propose, to, represent, ,, my, sentiments, with, regard, to, local, affairs, ., Time, and, experience, have, verified, to, a, demonstration, the, public, utility, of, internal, improvements, ., That, the, poorest, and, most, thinly, populated, countries, would, be, greatly, benefited, by, the, opening, of, good, roads, ,, and, in, the, clearing, of, navigable, ...]|3
1|[I, shall, succeed, in, gratifying, this, ambition, is, yet, to, be, developed, ., I, am, young, ,, and, unknown, to, many, of, you, ., I, was, born, ,, and, have, ever, remained, ,, in, the, most, humble, walks, of, life, ., I, have, no, wealthy, or, popular, relations, or, friends, to, recommend, me, ., My, case, is, thrown, exclusively, upon, the, independent, voters, of, the, county, ;, and, ,, if, elected, ,, they, will, have, conferred, a, favor, upon, me, for, which, I, shall, be, unremitting, in, my, labors, to, compensate, ., But, ,, if, the, good, people, in, their, ...]|3
2|[as, the, two, Houses, get, to, business, ., Taylor, delivered, up, his, petition, for, the, new, county, to, one, of, our, members, this, morning, ., I, am, told, he, despairs, of, its, success, ,, on, account, of, all, the, members, from, Morgan, County, opposing, it, ., There, are, names, enough, on, the, petition, ,, I, think, ,, to, justify, the, members, from, our, county, in, going, for, it, ;, but, if, the, members, from, Morgan, oppose, it, ,, which, they, say, they, will, ,, the, chance, will, be, bad, ., Our, chance, to, take, the, seat, of, government, to, Springfield, ...]|3
3|[which, this, resolution, proposes, to, appoint, are, to, examine, into, the, Constitutionality, of, the, Bank, ?, Are, they, to, be, clothed, with, power, to, send, for, persons, and, papers, ,, for, this, object, ?, And, after, they, have, found, the, bank, to, be, unconstitutional, ,, and, decided, it, so, ,, how, are, they, to, enforce, their, decision, ?, What, will, their, decision, amount, to, ?, They, can, not, compel, the, Bank, to, cease, operations, ,, or, to, change, the, course, of, its, operations, ., What, good, ,, then, ,, can, their, labors, result, in, ?, Certainly, none, ., The, gentleman, ...]|3
4|[,, Sir, ,, not, many, days, since, ,, one, gentleman, upon, this, floor, ,, who, ,, by, the, way, ,, I, have, no, doubt, is, now, ready, to, join, this, hue, and, cry, against, the, Bank, ,, indulged, in, a, philippic, against, one, of, the, Bank, officials, ,, because, ,, as, he, said, ,, he, had, divulged, a, secret, ., Immediately, following, this, last, charge, ,, there, are, several, insinuations, in, the, resolution, ,, which, are, too, silly, to, require, any, sort, of, notice, ,, were, it, not, for, the, fact, that, they, conclude, by, saying, ,, ``, to, the, ...]|3
5|[Chair, decided, that, Mr., Lincoln, was, not, out, of, order, ., Mr., Linder, appealed, to, the, House, ,, but, ,, before, the, question, was, put, ,, withdrew, his, appeal, ,, saying, he, preferred, to, let, the, gentleman, go, on, ;, he, thought, he, would, break, his, own, neck, ., Mr., Lincoln, proceeded, :, ), Another, gracious, condescension, !, I, acknowledge, it, with, gratitude, ., I, know, I, was, not, out, of, order, ;, and, I, know, every, sensible, man, in, the, House, knows, it, ., I, was, not, saying, that, the, gentleman, from, Coles, could, be, bribed, ,, nor, ,, ...]|3
6|[proper, ;, but, I, do, not, believe, any, such, case, has, now, occurred, ;, and, if, it, has, ,, I, should, still, be, opposed, to, making, an, examination, without, legal, authority, ., I, am, opposed, to, encouraging, that, lawless, and, mobocratic, spirit, ,, whether, in, relation, to, the, Bank, or, anything, else, ,, which, is, already, abroad, in, the, land, and, is, spreading, with, rapid, and, fearful, impetuosity, ,, to, the, ultimate, overthrow, of, every, institution, ,, of, every, moral, principle, ,, in, which, persons, and, property, have, hitherto, found, security, ., But, supposing, we, had, the, authority, ,, I, ...]|3
7|[the, State, of, Mississippi, and, at, St., Louis, are, perhaps, the, most, dangerous, in, example, and, revolting, to, humanity, ., In, the, Mississippi, case, they, first, commenced, by, hanging, the, regular, gamblers, --, a, set, of, men, certainly, not, following, for, a, livelihood, a, very, useful, or, very, honest, occupation, ,, but, one, which, ,, so, far, from, being, forbidden, by, the, laws, ,, was, actually, licensed, by, an, act, of, the, Legislature, passed, but, a, single, year, before, ., Next, ,, negroes, suspected, of, conspiring, to, raise, an, insurrection, were, caught, up, and, hanged, in, all, parts, of, the, ...]|3
8|[last, ., By, such, things, the, feelings, of, the, best, citizens, will, become, more, or, less, alienated, from, it, ,, and, thus, it, will, be, left, without, friends, ,, or, with, too, few, ,, and, those, few, too, weak, to, make, their, friendship, effectual, ., At, such, a, time, ,, and, under, such, circumstances, ,, men, of, sufficient, talent, and, ambition, will, not, be, wanting, to, seize, the, opportunity, ,, strike, the, blow, ,, and, overturn, that, fair, fabric, which, for, the, last, half, century, has, been, the, fondest, hope, of, the, lovers, of, freedom, throughout, the, world, ., I, ...]|3
9|[deathless, names, in, making, it, so, ., But, the, game, is, caught, ;, and, I, believe, it, is, true, that, with, the, catching, end, the, pleasures, of, the, chase, ., This, field, of, glory, is, harvested, ,, and, the, crop, is, already, appropriated, ., But, new, reapers, will, arise, ,, and, they, too, will, seek, a, field, ., It, is, to, deny, what, the, history, of, the, world, tells, us, is, true, ,, to, suppose, that, men, of, ambition, and, talents, will, not, continue, to, spring, up, amongst, us, ., And, when, they, do, ,, they, will, as, naturally, seek, ...]|3
