|0|code
0|[This, book, is, a, record, of, a, pleasure, trip, ., If, it, were, a, record, of, a, solemn, scientific, expedition, ,, it, would, have, about, it, that, gravity, ,, that, profundity, ,, and, that, impressive, incomprehensibility, which, are, so, proper, to, works, of, that, kind, ,, and, withal, so, attractive, ., Yet, notwithstanding, it, is, only, a, record, of, a, pic-nic, ,, it, has, a, purpose, ,, which, is, to, suggest, to, the, reader, how, he, would, be, likely, to, see, Europe, and, the, East, if, he, looked, at, them, with, his, own, eyes, instead, of, the, eyes, of, those, ...]|1
1|[year, ., A, good, many, expedients, were, resorted, to, to, keep, the, excursionists, amused, and, satisfied, ., A, club, was, formed, ,, of, all, the, passengers, ,, which, met, in, the, writing, school, after, prayers, and, read, aloud, about, the, countries, we, were, approaching, and, discussed, the, information, so, obtained, ., Several, times, the, photographer, of, the, expedition, brought, out, his, transparent, pictures, and, gave, us, a, handsome, magic-lantern, exhibition, ., His, views, were, nearly, all, of, foreign, scenes, ,, but, there, were, one, or, two, home, pictures, among, them, ., He, advertised, that, he, would, ``, open, his, performance, ...]|1
2|[We, got, plenty, of, fresh, oranges, ,, lemons, ,, figs, ,, apricots, ,, etc., ,, in, these, Azores, ,, of, course, ., But, I, will, desist, ., I, am, not, here, to, write, Patent, Office, reports, ., We, are, on, our, way, to, Gibraltar, ,, and, shall, reach, there, five, or, six, days, out, from, the, Azores, ., A, week, of, buffeting, a, tempestuous, and, relentless, sea, ;, a, week, of, seasickness, and, deserted, cabins, ;, of, lonely, quarterdecks, drenched, with, spray, --, spray, so, ambitious, that, it, even, coated, the, smokestacks, thick, with, a, white, crust, of, salt, to, ...]|1
3|[has, been, mentioned, in, history, for, three, thousand, years, ., And, it, was, a, town, ,, though, a, queer, one, ,, when, Hercules, ,, clad, in, his, lion, skin, ,, landed, here, ,, four, thousand, years, ago, ., In, these, streets, he, met, Anitus, ,, the, king, of, the, country, ,, and, brained, him, with, his, club, ,, which, was, the, fashion, among, gentlemen, in, those, days, ., The, people, of, Tangier, (, called, Tingis, then, ), lived, in, the, rudest, possible, huts, and, dressed, in, skins, and, carried, clubs, ,, and, were, as, savage, as, the, wild, beasts, they, ...]|1
4|[but, this, thing, of, having, to, ring, for, soap, every, time, we, wash, is, new, to, us, and, not, pleasant, at, all, ., We, think, of, it, just, after, we, get, our, heads, and, faces, thoroughly, wet, or, just, when, we, think, we, have, been, in, the, bathtub, long, enough, ,, and, then, ,, of, course, ,, an, annoying, delay, follows, ., These, Marseillaises, make, Marseillaise, hymns, and, Marseilles, vests, and, Marseilles, soap, for, all, the, world, ,, but, they, never, sing, their, hymns, or, wear, their, vests, or, wash, with, their, soap, themselves, ., We, have, learned, to, go, ...]|1
5|[Angleesh, pairfaitemaw, ., '', He, would, have, done, well, to, have, stopped, there, ,, because, he, had, that, much, by, heart, and, said, it, right, off, without, making, a, mistake, ., But, his, self-complacency, seduced, him, into, attempting, a, flight, into, regions, of, unexplored, English, ,, and, the, reckless, experiment, was, his, ruin, ., Within, ten, seconds, he, was, so, tangled, up, in, a, maze, of, mutilated, verbs, and, torn, and, bleeding, forms, of, speech, that, no, human, ingenuity, could, ever, have, gotten, him, out, of, it, with, credit, ., It, was, plain, enough, that, he, could, not, ``, speaky, ...]|1
6|[and, green, and, gold, ,, and, pink, and, black, ,, and, all, sorts, and, descriptions, of, stunning, and, startling, liveries, out, ,, and, I, almost, yearned, to, be, a, flunkey, myself, ,, for, the, sake, of, the, fine, clothes, ., But, presently, the, Emperor, came, along, and, he, outshone, them, all, ., He, was, preceded, by, a, bodyguard, of, gentlemen, on, horseback, in, showy, uniforms, ,, his, carriage-horses, (, there, appeared, to, be, somewhere, in, the, remote, neighborhood, of, a, thousand, of, them, ,, ), were, bestridden, by, gallant-looking, fellows, ,, also, in, stylish, uniforms, ,, and, after, the, carriage, ...]|1
7|[stock, ;, still, other, filthy, dens, where, they, sold, groceries, --, sold, them, by, the, half-pennyworth, --, five, dollars, would, buy, the, man, out, ,, goodwill, and, all, ., Up, these, little, crooked, streets, they, will, murder, a, man, for, seven, dollars, and, dump, the, body, in, the, Seine, ., And, up, some, other, of, these, streets, --, most, of, them, ,, I, should, say, --, live, lorettes, ., All, through, this, Faubourg, St., Antoine, ,, misery, ,, poverty, ,, vice, ,, and, crime, go, hand, in, hand, ,, and, the, evidences, of, it, stare, one, in, the, face, from, ...]|1
8|[he, found, it, ., His, heart, ,, his, hand, ,, and, his, purse, were, always, open, ., With, his, story, in, one, 's, mind, he, can, almost, see, his, benignant, countenance, moving, calmly, among, the, haggard, faces, of, Milan, in, the, days, when, the, plague, swept, the, city, ,, brave, where, all, others, were, cowards, ,, full, of, compassion, where, pity, had, been, crushed, out, of, all, other, breasts, by, the, instinct, of, self-preservation, gone, mad, with, terror, ,, cheering, all, ,, praying, with, all, ,, helping, all, ,, with, hand, and, brain, and, purse, ,, at, a, time, when, ...]|1
9|[hearty, ,, that, every, body, was, forced, to, join, in, ., There, was, no, resisting, it, ., Then, the, girl, took, a, gun, and, fired, it, ., We, stood, ready, to, count, the, astonishing, clatter, of, reverberations, ., We, could, not, say, one, ,, two, ,, three, ,, fast, enough, ,, but, we, could, dot, our, notebooks, with, our, pencil, points, almost, rapidly, enough, to, take, down, a, sort, of, short-hand, report, of, the, result, ., My, page, revealed, the, following, account, ., I, could, not, keep, up, ,, but, I, did, as, well, as, I, could, ., I, set, ...]|1
10|[from, our, view, ., One, ought, ,, indeed, ,, to, turn, away, from, her, rags, ,, her, poverty, and, her, humiliation, ,, and, think, of, her, only, as, she, was, when, she, sunk, the, fleets, of, Charlemagne, ;, when, she, humbled, Frederick, Barbarossa, or, waved, her, victorious, banners, above, the, battlements, of, Constantinople, ., We, reached, Venice, at, eight, in, the, evening, ,, and, entered, a, hearse, belonging, to, the, Grand, Hotel, d'Europe, ., At, any, rate, ,, it, was, more, like, a, hearse, than, any, thing, else, ,, though, to, speak, by, the, card, ,, it, was, a, gondola, ...]|1
11|[funeral, in, all, that, season, of, terror, and, death, ., In, this, church, ,, also, ,, is, a, monument, to, the, doge, Foscari, ,, whose, name, a, once, resident, of, Venice, ,, Lord, Byron, ,, has, made, permanently, famous, ., The, monument, to, the, doge, Giovanni, Pesaro, ,, in, this, church, ,, is, a, curiosity, in, the, way, of, mortuary, adornment, ., It, is, eighty, feet, high, and, is, fronted, like, some, fantastic, pagan, temple, ., Against, it, stand, four, colossal, Nubians, ,, as, black, as, night, ,, dressed, in, white, marble, garments, ., The, black, legs, are, bare, ,, ...]|1
12|[we, are, rested, ,, we, propose, to, go, in, a, French, steamer, to, Civita, and, from, thence, to, Rome, ,, and, by, rail, to, Naples, ., They, do, not, quarantine, the, cars, ,, no, matter, where, they, got, their, passengers, from, ., There, are, a, good, many, things, about, this, Italy, which, I, do, not, understand, --, and, more, especially, I, can, not, understand, how, a, bankrupt, Government, can, have, such, palatial, railroad, depots, and, such, marvels, of, turnpikes, ., Why, ,, these, latter, are, as, hard, as, adamant, ,, as, straight, as, a, line, ,, as, smooth, as, a, ...]|1
13|[immense, ,, according, to, the, tables, of, figures, ,, but, so, was, every, thing, else, around, them, ., The, mosaic, pictures, in, the, dome, were, huge, ,, and, were, made, of, thousands, and, thousands, of, cubes, of, glass, as, large, as, the, end, of, my, little, finger, ,, but, those, pictures, looked, smooth, ,, and, gaudy, of, color, ,, and, in, good, proportion, to, the, dome, ., Evidently, they, would, not, answer, to, measure, by, ., Away, down, toward, the, far, end, of, the, church, (, I, thought, it, was, really, clear, at, the, far, end, ,, but, discovered, afterward, ...]|1
