,0,code
0,"[This, book, is, a, record, of, a, pleasure, trip, ., If, it, were, a, record, of, a, solemn, scientific, expedition, ,, it, would, have, about, it, that, gravity, ,, that, profundity, ,, and, that, impressive, incomprehensibility, which, are, so, proper, to, works, of, that, kind, ,, and, withal, so, attractive, ., Yet, notwithstanding, it, is, only, a, record, of, a, pic-nic, ,, it, has, a, purpose, ,, which, is, to, suggest, to, the, reader, how, he, would, be, likely, to, see, Europe, and, the, East, if, he, looked, at, them, with, his, own, eyes, instead, of, the, eyes, of, those, ...]",1
1,"[Angleesh, pairfaitemaw, ., '', He, would, have, done, well, to, have, stopped, there, ,, because, he, had, that, much, by, heart, and, said, it, right, off, without, making, a, mistake, ., But, his, self-complacency, seduced, him, into, attempting, a, flight, into, regions, of, unexplored, English, ,, and, the, reckless, experiment, was, his, ruin, ., Within, ten, seconds, he, was, so, tangled, up, in, a, maze, of, mutilated, verbs, and, torn, and, bleeding, forms, of, speech, that, no, human, ingenuity, could, ever, have, gotten, him, out, of, it, with, credit, ., It, was, plain, enough, that, he, could, not, ``, speaky, ...]",1
2,"[from, our, view, ., One, ought, ,, indeed, ,, to, turn, away, from, her, rags, ,, her, poverty, and, her, humiliation, ,, and, think, of, her, only, as, she, was, when, she, sunk, the, fleets, of, Charlemagne, ;, when, she, humbled, Frederick, Barbarossa, or, waved, her, victorious, banners, above, the, battlements, of, Constantinople, ., We, reached, Venice, at, eight, in, the, evening, ,, and, entered, a, hearse, belonging, to, the, Grand, Hotel, d'Europe, ., At, any, rate, ,, it, was, more, like, a, hearse, than, any, thing, else, ,, though, to, speak, by, the, card, ,, it, was, a, gondola, ...]",1
3,"[men, 's, --, but, it, is, my, judgment, ,, be, it, good, or, bad, ., Just, here, I, will, mention, something, that, seems, curious, to, me, ., There, are, no, ``, Christ, 's, Churches, '', in, Rome, ,, and, no, ``, Churches, of, the, Holy, Ghost, ,, '', that, I, can, discover, ., There, are, some, four, hundred, churches, ,, but, about, a, fourth, of, them, seem, to, be, named, for, the, Madonna, and, St., Peter, ., There, are, so, many, named, for, Mary, that, they, have, to, be, distinguished, by, all, sorts, of, affixes, ,, if, I, understand, the, ...]",1
4,"[., Possibly, it, may, be, thought, that, our, party, tarried, too, long, ,, or, did, other, improper, things, ,, but, such, was, not, the, case, ., The, company, felt, that, they, were, occupying, an, unusually, responsible, position, --, they, were, representing, the, people, of, America, ,, not, the, Government, --, and, therefore, they, were, careful, to, do, their, best, to, perform, their, high, mission, with, credit, ., On, the, other, hand, ,, the, Imperial, families, ,, no, doubt, ,, considered, that, in, entertaining, us, they, were, more, especially, entertaining, the, people, of, America, than, they, could, by, showering, attentions, on, ...]",1
5,"[into, ., A, more, authentic, tradition, ,, aided, by, the, geography, of, the, country, ,, places, the, pit, in, Dothan, ,, some, two, days, ', journey, from, here, ., However, ,, since, there, are, many, who, believe, in, this, present, pit, as, the, true, one, ,, it, has, its, interest, ., It, is, hard, to, make, a, choice, of, the, most, beautiful, passage, in, a, book, which, is, so, gemmed, with, beautiful, passages, as, the, Bible, ;, but, it, is, certain, that, not, many, things, within, its, lids, may, take, rank, above, the, exquisite, story, of, Joseph, ., Who, taught, ...]",1
6,"[fragments, are, all, quaint, and, peculiar, ,, and, so, the, charm, of, novelty, is, added, to, the, deep, interest, they, naturally, inspire, ., One, meets, with, these, venerable, scraps, at, every, turn, ,, especially, in, the, neighboring, Mosque, el, Aksa, ,, into, whose, inner, walls, a, very, large, number, of, them, are, carefully, built, for, preservation, ., These, pieces, of, stone, ,, stained, and, dusty, with, age, ,, dimly, hint, at, a, grandeur, we, have, all, been, taught, to, regard, as, the, princeliest, ever, seen, on, earth, ;, and, they, call, up, pictures, of, a, pageant, that, is, familiar, to, ...]",1
7,"[in, all, that, great, assemblage, was, in, Conrad, 's, breast, ., The, gladdest, was, in, his, father, 's, ., For, ,, unknown, to, his, daughter, ``, Conrad, ,, '', the, old, Baron, Klugenstein, was, come, ,, and, was, among, the, crowd, of, nobles, ,, triumphant, in, the, swelling, fortunes, of, his, house, ., After, the, heralds, had, made, due, proclamation, and, the, other, preliminaries, had, followed, ,, the, venerable, Lord, Chief, justice, said, :, ``, Prisoner, ,, stand, forth, !, '', The, unhappy, princess, rose, and, stood, unveiled, before, the, vast, multitude, ., The, Lord, Chief, Justice, continued, :, ``, ...]",1
8,"[instantly, ,, provided, it, could, be, done, before, your, gift, left, your, hand, ., Otherwise, it, would, be, absolutely, necessary, for, you, to, make, an, exactly, similar, gift, to, all, my, children, --, and, knowing, by, experience, the, importance, of, the, thing, ,, I, would, have, stood, by, and, seen, to, it, myself, that, you, did, it, ,, and, did, it, thoroughly, ., Once, a, gentleman, gave, one, of, my, children, a, tin, whistle, --, a, veritable, invention, of, Satan, ,, sir, ,, and, one, which, I, have, an, unspeakable, horror, of, ,, and, so, would, you, if, you, had, ...]",1
9,"['ve, actually, been, circussing, round, and, round, in, a, circle, for, more, than, two, hours, ,, out, here, in, this, blind, desert, !, By, George, this, is, perfectly, hydraulic, !, '', Then, the, old, man, waxed, wroth, and, abusive, ., He, called, Ollendorff, all, manner, of, hard, names, --, said, he, never, saw, such, a, lurid, fool, as, he, was, ,, and, ended, with, the, peculiarly, venomous, opinion, that, he, ``, did, not, know, as, much, as, a, logarythm, !, '', We, certainly, had, been, following, our, own, tracks, ., Ollendorff, and, his, ``, mental, compass, '', were, in, disgrace, ...]",1
